name,street_address,city,province,postcode,latitude,longitude,cuisine,phone,website,email,opening_hours,wheelchair,smoking,internet_access,operator,delivery,takeaway
"Dayali","160 York Boulevard","","","","43.8480523","-79.3761662","chinese","","","","","","","","","","yes"
"Novità Italian Cuisine","","","","","43.8487467","-79.3607961","italian","","","","","","","","","",""
"Touro Brazilian Steakhouse","","","","","43.847059","-79.3763369","brazilian","","","","","","","","","",""
"Hana Don","9255 Woodbine Avenue","Markham","Ontario","L6C 1Y9","43.8704699","-79.3614629","asian","","","","","","","","","",""
"Mr. Greek","861 York Mills Road","North York","","","43.7542107","-79.3515564","greek","","","","","","","","","",""
"Pizza Hut","861 York Mills Road","North York","","","43.7543348","-79.3514333","pizza","+1-416-385-7805","","","","","","","Yum! Brands","",""
"Kiku","","","","","43.7544893","-79.3578227","japanese","","","","","","","","","",""
"Big Smoke Burger","799 York Mills Road","North York","","","43.7526407","-79.359411","","","","","","","","","","",""
"Darband","879 York Mills Road","North York","","M3B 1Y5","43.7551357","-79.3483402","persian","+1-416-445-1777","http://darbandrestaurant.net/","","","","","","","",""
"Windfields Restaurant","","","","","43.7528948","-79.3585989","","","","","","","","","","",""
"Freshii","861 York Mills Road","North York","","","43.7541351","-79.3516423","salad","","","","","","","","","",""
"Captain's Boil","865 York Mills Road","North York","","","43.7548414","-79.3494218","seafood","","","","","","","","","",""
"Via Cibo","","","","","43.7544315","-79.3581065","italian","","","","","","","","","",""
"Gilaneh","900 York Mills Road","North York","","M3B 3H2","43.75636","-79.3495217","international","+1-416-390-9999","http://www.gilaneh.ca","","","","no","","","",""
"Robo Sushi","865 York Mills Road","North York","","M3B 1Y6","43.7548013","-79.3496153","asian","+1-647-349-4900","http://robosushi.org","","Mo-Su 11:30-23:00","","no","","","","yes"
"Me Va Me","","","","","43.7549883","-79.3518911","","","","","","","","","","",""
"Dragon Pearl","","","","","43.7538567","-79.3498563","chinese","","","","","","","","","",""
"Thai one on","","","","","43.7543846","-79.3512812","thai","+1-416-444-7223","https://www.thaioneon.ca/","","","","","","","yes","yes"
"Casa Manila","","","","","43.7550849","-79.3489635","filipino","","","","","","","","","",""
"Dim Sum Kwan","","","","","43.7543289","-79.3585812","chinese","","","","","","","","","",""
"Cucina Di Paisano","856 York Mills Road","North York","ON","M3B 1Y6","43.754785","-79.3496963","italian","+14162225487","https://paisano.ca/","","Su-Th 11:00-21:00; Fr-Sa 11:00-22:00","","","","","yes","yes"
"Taftan Kebob","856 York Mills Road","North York","ON","M3B 1Y6","43.7547521","-79.3498474","persian","+14169017773","http://taftankabab.com/","","Mo-Sa 12:00-23:00; Su 11:00-23:00","","","","","",""
"David Duncan House","","","","","43.758296","-79.3488355","","","","","","","","","","",""
"Tekka Sushi","","","","","43.7740763","-79.3403555","sushi","","","","","","","","","",""
"Saigon Express Pho","","","","","43.7856616","-79.3521109","vietnamese","","","","","","","","","",""
"Viva Shawarma","","","","","43.7858898","-79.3518949","shawarma","","","","","","","","","",""
"India Waale","","","","","43.7855562","-79.3528433","indian","","","","","","","","","",""
"St. Louis Bar & Grill","1800 Sheppard Avenue East","North York","ON","M2J 5A7","43.7771827","-79.3450597","chicken","","","","Su-Th 12:00-23:00; Fr,Sa 12:00-24:00","","","","","",""
"Hana Don Japanese Cuisine and Bar","1800 Sheppard Avenue East","North York","ON","M2J 5A7","43.7774061","-79.344448","japanese","","","","Mo-Sa 09:30-21:30; Su 10:00-20:00","","","","","",""
"Moxie's","1800 Sheppard Avenue East","North York","ON","M2J 5A7","43.7776146","-79.343339","bar_and_grill","","","","Mo-Fr 11:00-12:00, Sa 11:00-01:00, Su 11:00-23:00","yes","","","","",""
"Heart Sushi","1800 Sheppard Avenue East","North York","ON","M2J 5A7","43.7775882","-79.3439511","japanese","","","","","yes","","","","",""
"Grass Mountain Villa Seafood","","","","","43.794685","-79.3532615","","","","","","","","","","",""
"Hickory House Restaurant","","","","","43.803851","-79.341517","","","","","","","","","","",""
"Tasty BBQ Seafood Restaurant","3555 Don Mills Road","","","","43.7944429","-79.3533834","barbecue","","","","","","","","","",""
"Mizuki Sushi","","","","","43.7943634","-79.3537505","sushi","","","","","","","","","","yes"
"Deer Garden Signatures","","","","","43.7943528","-79.3538511","asian","","","","","","","","","",""
"3A Noodle","","","","","43.8076145","-79.3563499","noodle;chinese","","","","","","","","","",""
"Pizza Hut","3555 Don Mills Road","North York","","","43.7932425","-79.353702","pizza","+1-416-502-8065","","","","","","","Yum! Brands","",""
"Sam's Congee Delight","","","","","43.8223313","-79.3516464","chinese","","","","","","","","","",""
"Gold Mark Chinese Restaurant","","","","","43.8264756","-79.3511125","chinese","","http://goldmarkchinesecuisine.com/","","","","","","","",""
"Anju Korean Kitchen","","","","","43.8224676","-79.3503123","korean","","","","","","","","","",""
"Makirrito","","","","","43.8225305","-79.3505011","sushi","","","","","","","","","","yes"
"Carmelina Restaurant","","","","","43.8267512","-79.3512604","italian","","http://www.carmelinarestaurant.com/","","","","","","","",""
"Phoenix Restaurant","7155 Woodbine Avenue","Markham","","L3R 1A3","43.8177662","-79.3492127","hong_kong_cafe","+1-905-940-1113","phoenixrestaurant.cc","","Mo-Su 08:00-22:00","","","","","","yes"
"Gyubee Japanese Grill","7100 Woodbine Avenue","Markham","","L3R 5J2","43.8157243","-79.3498386","japanese","+1-905-604-1904","https://www.gyubeejapanesegrill.com/","","Mo-Su 12:00-23:00","","","","","",""
"Oshio Japanese Restaurant","","","","","43.8129597","-79.3579866","japanese","","","","","","","","","",""
"Lobster Port Restaurant","","","","","43.8264606","-79.3509801","","","","","Mo-Su 09:00-22:30","","","","","",""
"QJD Peking Duck","","","","","43.8167171","-79.3487306","chinese","","","","","","","","","",""
"Taro Fish","","","","","43.8195532","-79.3508452","sushi","","","","","","","","","",""
"Lucky Seafood House","","","","","43.8204374","-79.3512658","chinese","","","","","","","","","",""
"Cravins Caribbean Grill","","","","","43.8202893","-79.3512587","","","","","","","","","","",""
"Ritzy Palace Chinese Cuisine","","","","","43.8212748","-79.3496449","chinese","","","","","","","","","",""
"Hattendo 八天堂","","","","","43.8229545","-79.349751","","","","","","","","","","",""
"吃货部落新派火锅 。鱼市场 Gourmet Tribe","","","","","43.8256471","-79.3524813","chinese","","","","","","","","","",""
"GolfWing","","","","","43.826025","-79.3525285","","","","","","","","","","",""
"Diana's Oyster Bar & Grill","","","","","43.8266665","-79.3512299","seafood","","","","","","","","","",""
"Zen Japanese Restaurant","","","","","43.829116","-79.3532487","japanese","","","","","","","","","",""
"Golden Palace Banquet Hall","3225 Highway 7","Markham","Ontario","L3R 3P3","43.8485567","-79.3501301","chinese;cantonese","","","","","","","","","",""
"Bingz Crispy Burger","3229 Highway 7","Markham","Ontario","L3R 3P3","43.8482552","-79.3493463","asian;burger","","","","","","","","","",""
"Yunshang Rice Noodle","3229 Highway 7","Markham","ON","L3R 3P3","43.848243","-79.3494948","noodle","","","","","","","","","",""
"Kaka All You Can Eat","","","","","43.8484912","-79.348531","","","","","","","","","","",""
"A La Kitchen","","","","","43.8478335","-79.3481823","","","","","","","","","","",""
"Kitchen ALA","","","","","43.8477692","-79.3482166","","","","","","","","","","",""
"Syogun Sushi Bar","","","","","43.844205","-79.3560026","sushi","","http://www.syogunsushibar.com/","","","","","","","",""
"Skyview Fusion Cuisine","","","","","43.8444811","-79.3548034","chinese","","http://www.skyviewfusioncuisine.ca/","","","","","","","",""
"Shanghai Shiknmen Fine Cuisine","","","","","43.8484218","-79.3500819","chinese;shanghainese","","","","","","","","","",""
"Gyumanor Japanese BBQ","3229 Highway 7","Markham","Ontario","L3R 3P3","43.8481587","-79.3499397","japanese","","","","","","","","","",""
"The Owl of Minerva","3229 Highway 7 East","Markham","Ontario","L3R 3P3","43.8481858","-79.3497466","korean;asian","+1 905 477-7475","https://owlfamily.ca/","","Mo-Su 11:00-22:00","","","","","",""
"Wei's Kitchen","","","","","43.8482806","-79.3492718","chinese","","","","","","","","","",""
"Mei Nung Beef Noodle House","","","","","43.8483192","-79.349127","chinese","","","","","","","","","",""
"Sugar Marmalade","3255 Highway 7 East","","","","43.8484026","-79.348093","","+1-905-604-8211","https://www.sugarmarmalade.com","","Mo-Th,Su 12:00-01:00; Fr,Sa 12:00-02:00","","","wlan","","",""
"Mabu Generation","3225 Highway 7","","","","43.8486554","-79.3479022","","","https://www.mabugeneration.com/","","","","","","","",""
"Tracy Dessert","","","","","43.8488391","-79.3477722","dessert","","","","","","","","","",""
"Ding Tai Fung","","","","","43.84845","-79.3483353","chinese","","","","","","","","","",""
"Brown Donkatsu","3235 Highway 7","Markham","Ontario","L3R 3P3","43.8485753","-79.34795","ramen","","","","","","","","","",""
"Taste of Guang Xi","3235 Highway 7","Markham","Ontario","L3R 3P3","43.8487721","-79.3478068","","+1 (365)-608-6066","","","","","","","","",""
"Flaming Kitchen","","","","","43.8484876","-79.3479949","","","","","","","","","","",""
"One Shot BBQ","3235 Highway 7","Markham","Ontario","L3R 3P3","43.8484072","-79.3488267","chinese","","","","","","","","","",""
"Green Tea Restaurant","","","","","43.8484179","-79.3487278","","","","","","","","","","",""
"Cho San Sushi","8374 Woodbine Avenue","Markham","","M4L 3P1","43.8466294","-79.3578085","sushi","","","","","","","","","",""
"Koke Teppanyaki","","","","","43.8437056","-79.3558928","japanese","","","","Mo-Su,PH 11:00-22:30","yes","","","","",""
"Jin's Mi Fen","","","","","43.846527","-79.3577464","chinese","","","","","","","","","",""
"Providential 9","","","","","43.8479496","-79.356874","chinese","","","","","","","","","",""
"Dragon Legend","","","","","43.8450213","-79.3584522","chinese","","","","","","","","","",""
"Kelsey's","3131 Highway 7","","","","43.8501162","-79.3542712","american","","","","","","","","","",""
"Pho Pad Thai","","","","","43.8575918","-79.3585683","thai;asian","","","","","","","","","",""
"Mi-Ne Sushi","","","","","43.8580057","-79.3596627","japanese","","","","","","","","","",""
"The Pho Restaurant","","","","","43.8511878","-79.3543063","vietnamese","","","","","","","","","",""
"Bento Sushi","","","","","43.8524281","-79.3591747","japanese;sushi","","","","","","","","","",""
"Sunset Grill","","","","","43.852907","-79.3592304","american","","","","","","","","","",""
"Woodstone Eatery","","","","","43.8573047","-79.3589705","asian","","https://www.enjoy2eat.ca/woodstone/","","","","","","","",""
"Dickens Restaurant","","","","","43.8572475","-79.3591719","","","","","","","","","","",""
"Win's Seafood Restaurant","50 Lockridge Avenue","Markham","ON","L3R 7R6","43.8717795","-79.3436226","chinese","+1-905-305-6634","","","","","","","","",""
"Friendship Restaurant","","","","","43.775904","-79.322443","","","","","","","","","","",""
"Umami House","2038 Sheppard Avenue East","","","","43.775281","-79.330506","japanese;sushi","","http://umamihouse.ca/","","","","","","","",""
"Lara's Restaurant","","","","","43.7730184","-79.3330817","international","","","","","","","","","",""
"Esquire Restaurant","","","","","43.7744959","-79.3221104","greek","","","","","","","","","",""
"Great Eastern","","","","","43.7744513","-79.3220997","chinese","","","","","","","","","",""
"My Place","","","","","43.7744126","-79.3220675","fish_and_chips","","","","","","","","","",""
"Aoyama Sushi","","","","","43.787137","-79.3291565","sushi","","","","","","","","","",""
"Lavash Armenian Restaurant","2746 Victoria Park Avenue","","","","43.7865027","-79.3286773","armenian","4164192525","https://lavashrestaurant.ca/","","Mo-Su 10:00-22:00","","","","","",""
"Sozo Japanese Cuisine","233 Consumers Road","North York","Ontario","M2J 0E9","43.7708404","-79.3315756","japanese","+14164921818","https://www.sozoramensushi.com/","","","","","","","",""
"Omni Palace","235 Consumers Road","North York","Ontario","","43.7707455","-79.3315407","chinese","+14264930080","https://www.omnipalace.ca/","","","","","","","",""
"Yan Yu Chinese Dining","237 Consumers Road","Toronto","Ontario","M2J 0E9","43.7706119","-79.3314924","chinese","+14167538838","http://www.yanyudining.ca/","","","","","","","",""
"Hotpot 9","241 Consumers Road","North York","Ontario","","43.7704802","-79.3314415","chinese","","https://www.hotpot9.com/","","","","","","","",""
"Satay Sate","12 William Sylvester Drive","Toronto","Ontario","M2J 0E9","43.7702594","-79.3322783","indonesian","+1 416-498-8181","https://www.sataysate.com/","","","","","","","",""
"Gyu-Kaku Japanese BBQ","153 Yorkland Boulevard","North York","Ontario","M2J 0E9","43.7708908","-79.3319296","japanese","+14164923825","https://www.gyu-kaku.com/north-york/","","","","","","","",""
"Primo Veal","151 Yorkland Boulevard","North York","Ontario","","43.7709198","-79.3317714","italian","","","","","","","","","",""
"ZenQ Taiwanese Restaurant","155 Yorkland Boulevard","North York","Ontario","M2J 0E9","43.7708637","-79.332104","taiwanese","+14164908080","http://zenq.ca/","","","","","","","",""
"Flamin' Frost","","","","","43.7885865","-79.3309615","wings","","","","","","","","","",""
"Rosemary & Thyme","","","","","43.7881989","-79.3304224","brunch;breakfast;greek","","","","","","","","","",""
"Buk Chang Dong Soon Tofu","","","","","43.7755886","-79.3252357","korean","","https://bukchangdong5sc.com/","","","","","","","",""
"Chuck E. Cheese","","","","","43.7754782","-79.3257772","pizza","","","","","","","","","",""
"Aladdin Shawarma House","","","","","43.7756032","-79.3308728","shawarma;middle_eastern","","https://www.aladdinshawarmahouse.ca/","","","","","","","",""
"Konak Turkish Cuisine","","","","","43.771739","-79.3206428","turkish","","","","","","","","","",""
"Tagpuan Toronto","","","","","43.7884364","-79.330591","filipino","","","","","","","","","",""
"Noodle Delight","","","","","43.7725454","-79.3207101","noodle","","","","","","","","","",""
"Captain's Catch","2111 Sheppard Avenue East","North York","ON","","43.774945","-79.3338865","chinese","","","","","","","","","",""
"紫京盛宴","","","","","43.8064589","-79.3385316","chinese","","","","Mo-Fr 10:00-22:00; Sa-Su 09:00-22:00","","","","","",""
"Xin Jiang Barbeque Restaurant","3330 Pharmacy Avenue","Toronto","","","43.8045268","-79.3311422","chinese","","","","","","","","","",""
"Kachiguda Junction","2398 Finch Avenue East","","","","43.7942757","-79.3297809","indian","416-491-3935","https://www.kachigudajunction.ca/","","","","","","","",""
"Litsea Cuisine","","","","","43.8056389","-79.3375117","","","","","","","","","","",""
"Phoenix Club","3628 Victoria Park Avenue","","","","43.8070509","-79.3387215","","","","","","","","","","",""
"Pepper Meets Pepper Hunan Cuisine","3618 Victoria Park Avenue","","","","43.8068401","-79.3386459","chinese","","","","","","","","","",""
"Dilli Wala","","","","","43.7935163","-79.3244891","indian","416 499 4640","","","","","","","","",""
"Lahmajoun Factory","","","","","43.7934188","-79.3245675","","","https://lahmajounfactory.com/","","","","","","","",""
"Metro Square Café Restaurant","3636 Steeles Avenue East","Markham","ON","L3R 1K9","43.8184455","-79.3310269","chinese;sandwich;breakfast;tea;coffee_shop","+1-905-305-6226","","","Mo-Su 08:00-22:00","","","wlan","","",""
"Ajisen Ramen","7010 Warden Avenue","Markham","","","43.8204645","-79.3253554","ramen","","","","","","","","","",""
"Pho 88","","","","","43.8144598","-79.3236704","vietnamese","","","","","yes","","","","",""
"Chinese Dumpling House","","","","L3R 1K9","43.8194621","-79.330856","chinese","+1-905-947-9880","","","","","","","","",""
"Xin Jiang Restaurant","","","","","43.8192137","-79.330939","chinese","","","","","","","","","",""
"Keung's Delight","7030 Warden Avenue","Markham","Ontario","L3B 5Y2","43.8208621","-79.3265685","","+1-905-948-9000","http://www.keungsdelight.com","","Mo-Th 10:00-01:30; Fr-Sa 10:00-02:00; Su 10:00-01:30","yes","no","","","",""
"Sam Woo BBQ","375 Bamburgh Circle","Scarborough","","M1W 3Y1","43.8157677","-79.322598","chinese","","","","","yes","","","","",""
"Maki Momo","395 Bamburgh Circle","Scarborough","","M1W 3Y1","43.8159562","-79.3228249","sushi","","","","","","","","","",""
"Good Taste Casserole Rice","325 Bamburgh Circle","Scarborough","","M1W 3Y1","43.8145473","-79.3232699","chinese","","","","","yes","","","","",""
"Jeon Ju Hyang Restaurant","325 Bamburgh Circle","Scarborough","","M1W 3Y1","43.8144871","-79.3235347","","","","","","yes","","","","",""
"Crown Jewel Fine Dining","325 Bamburgh Circle","Scarborough","","M1W 3Y1","43.8143939","-79.3241031","","","","","","yes","","","","",""
"Indias Taste","","","","","43.8248172","-79.3395648","indian","","https://indiastaste.ca/","","","","","","","",""
"Dayali Beijing Roast Duck","20 Gibson Drive","Markham","","L3R 8B5","43.8244326","-79.3268368","chinese","+1-905-604-8680","","","Mo-Fr 11:30-14:30,16:30-20:00","","","","","",""
"Yunshang Rice Noodle","7060 Warden Avenue","Markham","ON","L3B 5V1","43.8210635","-79.3266982","noodle","","","","","","","","","",""
"KIN KIN O-Ka-Ne by Oo-Kinza Fish House","","","","","43.8144224","-79.3239898","japanese;sushi","","","","","yes","","","","",""
"Fortune Stone Restaurant","","","","","43.8200521","-79.3255303","chinese;hong_kong","","","","","","","","","",""
"Sakura Sushi","","","","","43.8203645","-79.3256103","sushi","","","","","","","","","",""
"Du Hsiao Yueh","7040 Warden Avenue","Markham","Ontario","L3R 5Y3","43.8210412","-79.3254146","chinese;taiwanese","+19053002578","https://noodle1895.ca/","","Mo-Su 11:30-21:00","yes","no","","","",""
"Momo Koko","7050 Warden Avenue","Markham","Ontario","","43.8212722","-79.3255528","japanese;sushi","","","","","","","","","",""
"BAO EXPRESS","","","","","43.8224692","-79.3257902","chinese;chinese_buns","","","","","","","","","",""
"Dagu Rice Noodle Markham","","","","","43.8246839","-79.3261012","chinese;noodle","","","","","","","","","",""
"JIYU Thai Seafood Hot Pot","","","","","43.8245314","-79.326398","thai;hotpot","","","","","","","","","",""
"Yin Ji Chang Fen (Rice Noodle Roll)","","","","","43.8203155","-79.3252626","chinese","","","","","","","","","",""
"Whole Sheep Feast Restaurant","","","","","43.8194789","-79.330684","chinese","","","","","","","","","",""
"MeetR1ice Noodle","","","","","43.8244649","-79.3266455","chinese","","","","","","","","","",""
"Fish Soup for You","","","","","43.8244891","-79.3265541","chinese","","","","","","","","","",""
"Wagyu Sushi","","","","","43.8194","-79.3309842","sushi","","","","","","","","","",""
"Tai Ping Hsiang B.B.Q.","","","","","43.81874","-79.330965","chinese","","","","","","","","","",""
"Cheng Man Xiang Noodle House","","","","","43.8187164","-79.3310225","chinese","","","","","","","","","",""
"Happy Fishman","","","","","43.8186822","-79.3311838","chinese","","","","","","","","","",""
"Hongming BBQ","","","","","43.8192014","-79.3305657","chinese","","","","","","","","","",""
"New Century Restaurant","","","","","43.8196279","-79.3312684","","","","","","","","","","",""
"名門金宴","4125 Steeles Avenue East","Scarborough","Ontario","","43.8196245","-79.322363","chinese","","https://www.casaimperial.ca/","","","","","","","",""
"Boston Pizza","Warden Avenue","Markham","Ontario","","43.82064","-79.325502","pizza","","","","","","","","","",""
"Milestones","169 Enterprise Boulevard","Markham","ON","L6G 0E7","43.8487848","-79.3240214","bar_and_grill","+1-905-415-3483","https://www.milestonesrestaurants.com/","","Mo-Th 11:00-00:00; Fr 11:00-01:00; Sa 10:00-01:00; Su 10:00-23:00","","","","","",""
"Kiu Japanese Restaurant","169 Enterprise Boulevard","Markham","ON","L6G 0E7","43.8490602","-79.3237694","asian;japanese","+1-905-513-6368","http://www.ki-u.com","","Su-Th 11:30-15:00,17:30-22:30; Fr-Sa 11:30-15:00,17:30-23:30","","","","","",""
"Good Catch Boil House","","","","","43.8496058","-79.3224689","seafood","","","","","","","","","",""
"go for tea","","","","","43.8490989","-79.32304","chinese;bubble_tea","","","","","","","","","",""
"Terre Rouge","162 Enterprise Boulevard","Markham","ON","L6G 0A2","43.8493203","-79.3258843","french","+1-905-597-5668","https://www.terrerougetoronto.com/","info@terrerougetoronto.com","Mo-Fr 11:00-15:00,17:00-22:30; Sa-Su 17:00-22:30","","","","","",""
"Demetres Downtown Markham","180 Enterprise Boulevard","Markham","ON","L6G 0G4","43.849912","-79.32318","dessert","","https://demetres.com/","","","","","","","",""
"Draco Restaurant + Bar","","","","","43.8497154","-79.323906","","","","","","","","","","",""
"Ruth's Chris Steak House","","","","","43.8496195","-79.3245306","american;steak_house","","","","","","","","","",""
"St. Louis Bar & Grill","3621 Highway 7","Markham","ON","L3R 0G6","43.8542807","-79.3369639","chicken","+1-905-604-7788","https://www.stlouiswings.com/locations/ontario-north/markham/","","Mo-Th 11:30-01:00, Fr-Sa 11:30-02:00, Su 11:30-00:00","","outside","","","",""
"Gal's Sushi","3621 Highway 7","Markham","ON","L3R 0G6","43.8542443","-79.3371056","sushi","+1-905-305-7753","https://www.galsushi.com/","","Mo-Sa 11:30-22:30, Su 11:30-22:00","","no","","","",""
"Casa Victoria Fine Dining and Banquet","4-8601 Warden Avenue","Markham","","L3R 0B5","43.8584096","-79.3327888","asian","+1-905-948-1618","https://www.casavictoria.ca/","","","","no","","","",""
"Wonton Hut","3760 Highway 7","Markham","","L3R 0N2","43.8566126","-79.3324814","chinese","+1-905-604-9060","http://www.wontonhut.com/","","Tu-Su 11:00-20:00; Mo off","","no","","","",""
"Cora","3760 Highway 7","Markham","","L3R 0N2","43.8565805","-79.332738","breakfast","+1-905-489-2446","","","Mo-Sa 06:00-15:00; Su 07:00-15:00","","","","","",""
"Lanna Cuisine","170 Enterprise Boulevard","Markham","ON","L6G 0A2","43.8500289","-79.3247678","thai","","https://lannacuisine.com/","","","","","","","",""
"Chloe’s Garden Restaurant 荔園餐廳","3621 Highway 7","Markham","ON","L3R 0G6","43.8540592","-79.3368995","chinese","+1 (905) 604-4770","http://www.chloesgardenrestaurant.com/","","Tu-Mo 11:00-20:00","","","","","",""
"Xiang Zi","","","","","43.8565263","-79.323719","chinese","","","","11:00-15:30,17:00-22:30","","","","","",""
"Sansotei Ramen","","","","","43.8569997","-79.3236118","ramen","","","","","","","","","",""
"China Cottage","","","","","43.759348","-79.3106087","chinese","","","","","","","","","",""
"Mamajoun","209 Ellesmere Road","","","","43.7603865","-79.3025045","armenian;pizza","","https://mamajoun.com/","","","","","","","",""
"Gabby's","","","","","43.7571827","-79.3129138","","","","","","","","","","",""
"Chris Jerk","2570 Birchmount Road","Scarborough","Ontario","","43.7896221","-79.302397","jamaican","+1-416-297-5375","","","","","","","","",""
"Remezzo","","","","","43.777633","-79.30791","","","","","","","","","","",""
"Red Lobster","","","","","43.778359","-79.311917","seafood","","","","","","","","","",""
"Crystal Buffet","","","","","43.7700382","-79.3010331","","","","","","","","","","",""
"Mexico Lindo","","","","","43.7896937","-79.3028476","mexican","","","","","","","","","",""
"Fortune House Restaurant","2598 Birchmount Road","Scarborough","","M1T 2M5","43.7899167","-79.3029469","chinese","","","","","","","","","",""
"Hunter's Pizza & Souvlaki House","2574 Birchmount Road","Scarborough","","M1T 2M5","43.7895943","-79.3026366","greek","","","","","","","","","",""
"Bong Lua","","","","","43.7896026","-79.3025066","vietnamese","","","","","","","","","",""
"Mr. Congee Chinese Cuisine","2900 Warden Avenue","Scarborough","ON","M1W 2S8","43.7988208","-79.3183756","chinese","","","","","","","","","",""
"Yamamoto Japanese Cuisine","","","","M1W 1S8","43.7985175","-79.3185315","japanese","+1 416-493-8858","","","","","","","","",""
"Pho Quinn","","","","","43.7981643","-79.3182661","vietnamese","","","","","","","","","",""
"Shanghai Frozen Dim Sum","2551 Warden Avenue","","","","43.791734","-79.312867","chinese","","","","","","","","","",""
"Happy Lamb Hot Pot","","","","","43.7915519","-79.3127962","mongolian;hotpot","","","","","","","","","",""
"Jikoni Grill","2535 Warden Avenue","","","","43.7912706","-79.3128112","","","","","","","","","","",""
"Nantha","","","","","43.7981065","-79.3182258","indian","","","","","","","","","",""
"Fisherman Lobster King","","","","","43.7984485","-79.3182526","seafood;chinese","","","","Mo-Su 11:00-22:00","","","","","",""
"Pit Stop Tropical Restaurant","","","","","43.8118117","-79.302331","","","","","","","","","","",""
"Fishmen Wharf Seafood","","","","","43.8226464","-79.3134484","seafood","","","","","","","","","",""
"Ming's Noodle Cafe","","","","","43.820952","-79.3052626","asian","","","","","","","","","",""
"Kim Vo Vietnamese Restaurant","","","","","43.8232429","-79.3052682","vietnamese","","http://kimpoviet.com","","Mo-Su 11:00-21:00","","","","","",""
"S'en Vietnamese Cuisine","","","","","43.8253397","-79.3063596","","","","","","","","","","",""
"Oishiii Sweets Cafe","","","","","43.8180525","-79.3053358","japanese;dessert","","","","","","","","","",""
"Chef 88 Oriental Cuisine","","","","","43.8176666","-79.3038783","chinese","","","","","","","","","",""
"Nichiban Sushi 4 U","","","","","43.8230575","-79.306079","sushi","","","","","","","","","",""
"The Owl of Minerva","","","","","43.8248571","-79.3006137","korean","","https://owlfamily.ca","","","","","no","","","yes"
"Graceful Vegetarian","4675 Steeles Avenue East","","","M1V 0B7","43.8236308","-79.3024549","asian;chinese","+1 416 321 8381","","","Th-Tu 11:00-21:00","","","","","",""
"Chef 88 Fine Dining 百樂軒海鮮酒家","1661 Denison Street","Markham","Ontario","L3R 6E4","43.8331438","-79.3056653","chinese","","","","","","","","","",""
"Happy BBQ","7750 Kennedy Road","Markham","","L3R 0A7","43.8425655","-79.3057929","","+1-905-470-0668","","","Tu-Su 10:00-18:00","","","","","","yes"
"Noble Seafood Chinese Cuisine","","","","","43.8319365","-79.307508","seafood;chinese","+1-905-947-8288","","","","","","","","",""
"Lucky Noodle","","","","","43.8337017","-79.3068573","noodle;chinese","","","","","","","","","",""
"Cafe Hollywood","","Markham","","","43.8321495","-79.3062515","","","","","","","","","","",""
"Pho Dac Biet Vietnamese Restaurant","","","","","43.8590338","-79.3036163","vietnamese","","","","","","","","","",""
"Jake's on Main","202 Main Street Unionville","","","L3R 2G9","43.8680621","-79.3127617","international;pizza;pasta;sandwich;italian;burger","+1-905-470-6955","http://www.jakesonmainunionville.com","ronatjakes@hotmail.com","","","","","","",""
"Old Country Inn Restaurant","","","","","43.8679631","-79.3125381","","","","","","","","","","",""
"Mom's Pan-Fried Bun 老娘水煎包","","","","","43.8604166","-79.3033394","chinese","","","","","","","","","",""
"The Unionville Arms","189 Main Street Unionville","Unionville","","L3R 2G8","43.8677621","-79.3119283","pub","+1-905-477-2767","https://unionvillearms.ca/","","Mo-Fr 11:30-02:00; Sa,Su 11:00-02:00","","outside","","","",""
"Blacksmith's Bistro","166 Main Street Unionville","","","L3R 2G9","43.8669888","-79.3121587","fine_dining;international;italian;mediterranean;pasta;pizza;sandwich","+1-905-305-0503","http://www.blacksmithsbistro.com","contact@blacksmithsbistro.com","Mo-Su 12:00-15:00,17:00-21:00","","","","","",""
"Next Door Restaurant","139 Main Street Unionville","","","L3R 2G6","43.8654942","-79.3100848","asian;american;burger;pub","","","","Mo-Su 11:00-02:00","","","","","",""
"Ambiyan Restaurant & Bar","149 Main Street Unionville","Markham","","L3R 2G8","43.8663168","-79.3111446","indian;international","+1-905-480-0094","https://www.ambiyan.com/","ambiyan@ambiyan.com","Mo 16:00-22:00; Tu-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:30-22:00","","","wlan","","",""
"Chat Bar 九号小院","187 Main Street Unionville","","","L3R 2G8","43.8675164","-79.3119218","international;chinese;barbecue","+1-905-604-4117","http://www.planetamexicomarkham.com","reservations@planetamexicomarkham.com","Mo-Th 16:00-23:00; Fr 15:00-23:00, Sa-Su 12:00-23:00","","","","","",""
"Il Postino Ristorante","186 Main Street Unionville","","","L3R 2G9","43.8675421","-79.3123703","international;italian","+1-905-940-1555","http://www.ilpostinoristorante.com","","Mo-Fr 12:00-15:00,17:00-22:00; Sa 17:00-22:00","","","","","",""
"Boosters On Main","","","","","43.8671614","-79.3118627","","","","","","","","","","",""
"Kore Chicken","10 South Unionville Avenue","","","L3R 4P9","43.8558005","-79.3039396","korean","+1-647-428-9997","http://1966big.wixsite.com/korechicken","","Mo-Su 09:00-12:00","","","wlan","","",""
"Mr. Chin","","","","","43.8607805","-79.3112375","chinese","","","","","","","","","",""
"Mr. Jerk","","","","","43.8608084","-79.3111664","","","","","","","","","","",""
"Hibiki","","","","","43.8613199","-79.3115404","japanese","","","","","","","","","",""
